Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Age at enrollment,Admission grade,Curricular units 2nd sem (evaluations),Previous qualification (grade),Course,Curricular units 1st sem (evaluations),Father's occupation,Mother's occupation,GDP,Application mode,Mother's qualification,Father's qualification,Scholarship holder,Debtor,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Previous qualification,Displaced,Curricular units 2nd sem (without evaluations),Curricular units 1st sem (without evaluations),Inflation rate,Unemployment rate,Gender,Application order,Target
3,14.16666667,5,0,12.62,42,130.0,11,130.0,9500,10,6,4,1.79,7,19,19,0,0,7,7,40,0,0,0,0.5,12.4,0,1,Dropout
8,14.2125,6,1,13.0,20,141.1,8,147.0,9500,9,8,4,0.79,17,1,38,0,0,8,7,1,1,0,0,-0.3,13.9,0,6,Dropout
0,0.0,0,0,0.0,34,140.0,5,140.0,9119,5,9,9,-4.06,39,34,34,0,0,5,5,1,0,0,0,2.8,15.5,1,1,Dropout
0,0.0,0,1,0.0,22,133.6,0,140.0,9119,0,2,3,1.74,42,3,3,0,0,5,5,1,1,0,0,1.4,10.8,1,1,Dropout
6,13.33333333,6,1,13.5,39,123.5,6,133.1,9254,6,5,9,1.79,39,19,19,0,0,6,6,19,0,0,0,0.5,12.4,1,2,Non-Dropout
6,13.51666667,6,1,13.51666667,18,136.3,7,141.0,9500,7,9,9,0.32,1,37,37,1,0,7,7,1,1,0,0,2.6,7.6,1,1,Non-Dropout
6,13.28571429,6,1,13.16666667,21,123.5,8,128.0,9070,6,9,9,3.51,1,37,37,1,0,6,6,1,1,0,0,1.4,8.9,1,2,Non-Dropout
0,0.0,0,1,0.0,34,112.0,0,150.0,9085,0,10,90,1.74,39,37,37,0,0,6,6,1,0,0,0,1.4,10.8,1,1,Dropout
6,13.0,6,1,13.125,22,160.0,10,160.0,9003,8,9,9,-0.92,44,37,37,1,0,6,6,39,0,0,0,0.3,16.2,1,1,Non-Dropout
0,0.0,3,1,14.4,31,110.0,20,133.1,9003,15,7,4,-0.92,39,1,37,0,0,6,6,1,0,0,0,0.3,16.2,1,1,Dropout
0,0.0,4,0,12.0,19,116.8,12,128.0,9853,10,9,5,1.74,18,38,37,0,0,6,6,1,1,0,0,1.4,10.8,1,3,Dropout
0,0.0,0,1,0.0,19,109.5,10,114.0,9254,5,9,5,1.74,17,38,1,0,0,5,5,1,0,0,0,1.4,10.8,1,5,Dropout
0,0.0,0,1,0.0,31,100.0,7,133.1,9556,7,10,9,-4.06,39,37,37,0,0,7,7,19,0,0,0,2.8,15.5,1,1,Dropout
3,10.5,3,1,10.8,19,117.3,6,126.0,9147,15,6,5,0.79,5,19,38,0,0,5,5,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
0,0.0,0,1,0.0,30,130.0,0,133.1,9670,0,9,9,-3.12,39,37,19,0,0,6,6,1,0,0,0,-0.8,9.4,0,2,Dropout
8,15.52222222,7,1,16.13142857,20,137.8,9,129.0,9500,7,3,3,2.02,51,37,38,1,0,8,7,1,1,0,0,0.6,11.1,0,1,Non-Dropout
8,14.8,7,1,14.83857143,18,136.5,9,140.0,9500,7,7,7,1.79,17,19,38,1,0,8,7,1,1,0,0,0.5,12.4,0,1,Non-Dropout
3,12.0,3,1,10.33333333,31,138.7,6,133.1,9991,7,5,5,1.74,39,37,37,0,0,5,5,1,0,0,0,1.4,10.8,0,1,Dropout
4,11.25,3,1,12.0,19,124.9,11,134.0,9254,11,4,9,0.32,17,19,1,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Dropout
0,0.0,0,1,0.0,43,140.0,5,133.1,8014,6,7,9,3.51,39,37,37,1,0,5,6,1,0,0,0,1.4,8.9,0,1,Dropout
6,14.0,6,1,13.16666667,20,122.6,6,132.0,9254,6,8,9,0.79,17,38,38,1,0,6,6,1,1,0,0,-0.3,13.9,0,2,Non-Dropout
8,13.9475,8,1,13.9475,19,129.5,8,131.0,9500,8,9,5,-3.12,1,1,1,1,0,8,8,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
0,0.0,3,1,11.33333333,22,155.0,5,133.1,9670,6,7,1,-3.12,1,3,1,0,0,5,5,1,0,0,0,-0.8,9.4,0,1,Dropout
7,12.28571429,7,1,12.75,26,100.0,7,133.1,8014,11,7,1,-0.92,1,3,1,0,0,7,8,1,0,0,0,0.3,16.2,0,1,Non-Dropout
5,11.25,5,1,12.6,19,137.6,8,160.0,9147,6,8,5,1.74,18,19,19,1,0,5,5,1,1,0,0,1.4,10.8,0,1,Non-Dropout
6,12.25,6,1,12.25,29,120.0,8,120.0,9500,8,2,4,-1.7,7,19,3,0,0,8,8,3,1,1,1,3.7,12.7,0,1,Dropout
2,11.66666667,0,1,0.0,20,114.0,12,114.0,9556,14,144,122,3.51,15,3,19,0,0,7,7,1,0,0,6,1.4,8.9,0,1,Non-Dropout
5,11.4,5,1,11.0,38,139.0,7,140.0,9991,8,7,9,-3.12,1,37,37,1,0,5,5,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
9,12.7,12,1,11.83333333,41,110.0,22,100.0,9003,17,5,9,-4.06,39,37,37,0,0,12,12,1,0,0,0,2.8,15.5,0,1,Non-Dropout
6,13.06666667,6,1,13.06666667,19,128.5,10,139.0,9500,10,9,4,-1.7,1,19,38,0,0,8,8,1,1,0,0,3.7,12.7,0,6,Dropout
6,13.875,6,1,13.83333333,19,132.2,8,136.0,9070,6,5,4,1.74,1,1,38,0,1,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
0,0.0,3,1,13.83333333,43,130.0,7,130.0,9500,7,3,2,-0.92,7,3,19,0,0,7,7,3,0,0,1,0.3,16.2,0,1,Dropout
5,13.2,5,1,11.8,19,129.3,5,145.0,9130,5,7,9,1.74,17,38,37,0,0,5,5,1,1,0,0,1.4,10.8,0,1,Non-Dropout
10,12.81818182,12,1,13.33333333,19,128.2,15,133.1,171,12,8,9,3.51,1,19,38,1,0,11,12,1,1,0,0,1.4,8.9,1,1,Non-Dropout
8,13.74625,8,1,13.74625,18,130.3,8,146.0,9500,8,9,3,-3.12,1,2,19,0,0,8,8,1,1,0,0,-0.8,9.4,1,6,Non-Dropout
0,0.0,0,1,0.0,19,162.5,0,159.0,171,0,2,2,-0.92,1,3,3,0,0,0,0,1,1,0,0,0.3,16.2,1,1,Dropout
0,0.0,0,1,0.0,38,130.0,0,133.1,8014,0,0,0,-3.12,39,34,34,0,0,6,6,19,0,0,0,-0.8,9.4,1,1,Dropout
0,0.0,0,1,0.0,37,110.0,6,110.0,9130,9,8,4,-0.92,7,19,19,0,0,6,6,2,1,0,0,0.3,16.2,1,1,Dropout
5,14.5,6,1,13.33333333,26,142.3,10,120.0,9670,6,10,4,1.74,39,1,19,1,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
5,11.4,1,1,10.0,21,122.0,13,130.0,9238,8,9,9,-1.7,17,37,37,1,0,6,6,1,1,0,0,3.7,12.7,0,1,Non-Dropout
6,15.28571429,6,1,15.66666667,18,153.6,8,158.0,9085,7,9,9,3.51,1,1,19,1,0,6,6,1,1,0,0,1.4,8.9,0,3,Non-Dropout
7,11.85714286,7,1,11.85714286,18,112.9,7,122.0,9853,9,3,2,-0.92,1,3,19,0,0,7,7,1,0,0,0,0.3,16.2,0,1,Non-Dropout
5,13.6,5,1,14.5,18,124.1,5,140.0,9085,12,4,2,-3.12,1,3,1,0,0,5,5,1,0,0,2,-0.8,9.4,0,1,Non-Dropout
6,13.71428571,6,1,12.16666667,19,129.7,7,136.0,9238,6,4,9,-4.06,17,38,1,0,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
6,12.0,5,1,12.6,18,110.0,8,111.0,9773,6,9,9,2.02,1,19,19,0,0,6,6,1,1,0,0,0.6,11.1,0,1,Non-Dropout
7,12.28571429,7,1,12.28571429,18,136.3,12,145.0,9500,12,8,3,-1.7,17,2,38,0,0,8,8,1,1,0,0,3.7,12.7,0,2,Non-Dropout
6,13.0,6,1,12.66666667,19,146.0,7,133.1,9238,6,193,191,3.51,17,38,38,1,1,6,6,1,0,0,0,1.4,8.9,0,1,Non-Dropout
0,0.0,0,1,0.0,19,129.9,0,140.0,9500,0,8,7,-0.92,1,19,38,0,0,8,7,1,0,0,0,0.3,16.2,0,1,Dropout
4,13.0,6,1,12.85714286,18,140.9,10,140.0,9254,7,8,9,-1.7,1,19,1,1,0,6,6,1,1,0,0,3.7,12.7,0,1,Non-Dropout
7,13.9,7,1,13.9,18,135.5,8,156.0,9500,8,10,9,-1.7,1,1,1,0,0,8,8,1,0,0,0,3.7,12.7,0,1,Non-Dropout
7,13.81714286,7,1,13.81714286,20,122.0,8,132.0,9500,8,7,9,1.74,1,38,37,1,0,8,8,1,1,0,0,1.4,10.8,0,1,Non-Dropout
7,12.875,6,1,13.31428571,22,140.0,10,140.0,9556,10,5,4,3.51,53,1,19,1,0,8,7,42,0,0,0,1.4,8.9,0,1,Non-Dropout
0,0.0,0,1,0.0,18,163.0,0,164.0,9130,0,0,0,0.32,1,34,1,0,0,6,6,1,0,0,0,2.6,7.6,0,1,Dropout
6,12.16666667,6,1,12.16666667,19,107.4,6,113.0,9254,6,7,7,1.79,17,38,19,1,0,6,6,1,1,0,0,0.5,12.4,0,4,Non-Dropout
3,11.33333333,4,0,11.25,20,114.3,12,122.0,9254,12,9,9,0.32,1,37,37,1,0,6,6,1,1,0,0,2.6,7.6,0,1,Dropout
6,12.75,5,1,12.4,19,140.8,8,150.0,9070,6,2,3,1.74,43,2,3,0,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,14.57142857,6,1,14.66666667,20,126.3,7,135.0,9773,6,5,5,3.51,1,37,37,1,0,6,6,1,1,0,0,1.4,8.9,0,2,Non-Dropout
4,12.0,4,1,12.0,28,110.0,14,133.1,9085,15,9,2,2.02,39,3,19,0,0,6,6,1,0,0,0,0.6,11.1,0,1,Dropout
3,12.66666667,6,1,14.0,19,126.2,18,122.0,9085,8,101,193,1.79,1,1,1,0,0,6,6,1,0,0,0,0.5,12.4,0,2,Non-Dropout
4,13.66666667,6,1,12.57142857,22,140.0,12,140.0,9003,10,5,5,-4.06,42,19,1,0,0,6,6,39,0,0,0,2.8,15.5,0,1,Non-Dropout
6,12.625,6,1,15.53846154,19,123.0,9,138.0,9085,14,1,9,-4.06,1,1,3,0,0,6,6,1,1,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,0,0.0,18,157.0,0,130.0,9773,0,5,5,0.79,1,19,19,0,0,6,6,1,1,0,0,-0.3,13.9,0,3,Dropout
6,14.83333333,6,1,15.0,18,149.7,6,157.0,9130,6,2,2,3.51,5,5,43,0,0,6,6,1,1,0,0,1.4,8.9,0,1,Non-Dropout
5,13.28571429,4,1,12.25,22,140.0,9,140.0,9130,11,3,2,-1.7,43,2,1,0,0,5,5,1,1,0,0,3.7,12.7,0,1,Non-Dropout
9,15.55555556,11,1,15.69230769,20,170.0,9,170.0,9085,13,7,4,3.51,53,1,19,0,0,9,11,42,0,0,0,1.4,8.9,0,1,Non-Dropout
5,12.75,5,1,12.28571429,24,130.2,9,150.0,9991,7,7,9,-0.92,39,1,37,1,0,5,5,1,0,1,0,0.3,16.2,0,1,Non-Dropout
11,11.25,12,1,11.83333333,22,135.5,22,146.0,171,19,9,9,2.02,17,1,38,0,1,17,17,1,1,0,0,0.6,11.1,0,1,Non-Dropout
5,14.0,6,1,12.16666667,20,118.3,7,120.0,8014,6,4,5,-1.7,43,38,19,0,0,6,6,1,0,0,0,3.7,12.7,0,1,Non-Dropout
8,11.95625,7,1,11.88888889,20,116.3,10,118.0,9556,10,9,9,-1.7,1,19,38,1,0,8,7,1,1,0,0,3.7,12.7,0,1,Non-Dropout
0,0.0,0,0,0.0,35,120.0,0,120.0,8014,0,9,9,1.74,7,38,1,0,0,6,6,3,0,0,0,1.4,10.8,0,1,Dropout
5,12.6,5,1,11.8,18,154.7,5,154.0,9670,6,7,5,-3.12,1,1,1,1,0,5,5,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,11.66666667,6,1,11.16666667,19,132.7,9,139.0,9238,7,3,3,-3.12,17,2,3,0,0,6,6,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
8,14.6,7,1,14.05714286,18,130.8,9,136.0,9500,7,3,3,-0.92,18,3,3,0,0,8,7,1,0,0,0,0.3,16.2,0,1,Non-Dropout
4,10.0,4,1,11.75,18,122.7,13,130.0,9254,10,9,4,0.32,1,1,38,0,0,6,6,1,1,0,0,2.6,7.6,0,2,Dropout
6,13.0,6,1,13.16666667,31,130.0,8,133.1,9238,6,6,4,-3.12,39,1,2,0,0,6,6,19,0,0,0,-0.8,9.4,0,1,Non-Dropout
6,14.0,6,1,13.5,19,123.6,7,133.0,9238,7,7,5,-4.06,17,19,19,1,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
8,13.0625,7,1,12.625,20,116.5,8,143.0,9500,10,9,4,-4.06,18,38,37,1,0,8,7,1,1,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,1,0.0,21,111.1,0,117.0,9085,0,7,5,-4.06,17,19,38,0,0,6,6,1,0,0,0,2.8,15.5,0,3,Dropout
7,13.97142857,7,1,13.97142857,18,136.3,8,145.0,9500,8,7,9,-1.7,1,19,38,1,0,8,8,1,1,0,0,3.7,12.7,0,3,Non-Dropout
0,0.0,2,1,11.0,18,129.8,0,134.0,9070,7,7,5,-3.12,1,34,1,0,0,6,6,1,1,0,0,-0.8,9.4,0,5,Dropout
5,15.33333333,5,1,12.8,33,134.7,6,170.0,9991,5,8,4,1.74,39,38,19,0,0,5,5,1,0,0,0,1.4,10.8,0,1,Non-Dropout
5,12.8,6,1,13.57142857,18,131.8,6,143.0,9670,8,7,9,1.79,1,37,37,1,0,6,6,1,1,0,0,0.5,12.4,0,2,Non-Dropout
0,0.0,0,0,0.0,18,126.8,0,140.0,171,0,9,7,-1.7,1,37,37,1,0,0,0,1,1,0,0,3.7,12.7,0,1,Dropout
4,11.0,2,1,11.5,21,130.7,13,131.0,9085,9,6,9,1.74,1,37,37,0,1,5,5,1,0,1,0,1.4,10.8,0,1,Non-Dropout
4,12.0,4,1,11.25,19,109.8,8,115.0,9254,8,5,5,1.74,17,37,19,0,0,6,6,1,1,0,0,1.4,10.8,0,3,Non-Dropout
5,13.14285714,5,1,13.71428571,28,133.9,7,130.0,9991,7,3,2,-0.92,7,3,19,0,0,5,5,3,0,0,0,0.3,16.2,0,1,Non-Dropout
0,0.0,0,0,0.0,29,109.9,0,130.0,9147,4,9,9,-1.7,39,1,19,0,0,5,4,1,0,0,0,3.7,12.7,0,1,Dropout
3,14.66666667,6,0,12.0,36,160.0,8,160.0,9130,9,3,3,1.79,44,1,37,0,1,6,6,39,1,0,0,0.5,12.4,0,1,Dropout
6,13.33333333,6,1,12.66666667,32,106.5,7,133.1,8014,7,7,9,-1.7,39,37,37,1,0,6,6,19,0,0,0,3.7,12.7,0,1,Non-Dropout
7,13.29,7,1,13.29,25,120.0,11,130.0,9500,11,7,5,-3.12,39,38,37,1,0,8,8,1,1,3,3,-0.8,9.4,0,1,Non-Dropout
9,10.44444444,8,1,10.375,33,107.8,13,140.0,9991,15,10,3,0.32,43,37,37,0,0,10,10,1,0,0,0,2.6,7.6,0,1,Non-Dropout
1,13.0,3,0,12.0,34,100.0,15,133.1,8014,13,0,0,-3.12,43,34,34,0,0,7,7,14,0,1,0,-0.8,9.4,0,1,Dropout
6,11.16666667,5,1,11.4,33,112.5,7,150.0,8014,10,0,0,0.32,39,34,34,0,0,6,6,1,0,0,0,2.6,7.6,0,1,Non-Dropout
3,12.6,2,0,13.25,29,135.5,12,140.0,9991,15,8,9,-0.92,43,37,38,0,1,5,5,1,0,3,0,0.3,16.2,0,1,Dropout
0,0.0,6,1,13.86166667,18,145.0,16,145.0,9500,7,10,4,1.79,1,1,1,0,0,8,7,1,0,1,0,0.5,12.4,0,1,Dropout
6,12.14285714,6,1,12.16666667,18,119.0,7,126.0,9773,6,7,7,-4.06,1,37,38,1,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
6,14.5,4,1,13.75,38,130.0,15,130.0,9238,17,5,4,-0.92,7,37,19,0,0,6,6,3,0,0,0,0.3,16.2,0,1,Non-Dropout
6,15.43333333,6,1,15.43333333,19,126.3,7,135.0,9500,7,8,9,0.32,1,38,37,1,0,7,7,1,1,0,0,2.6,7.6,0,4,Non-Dropout
6,15.5,6,1,13.83333333,39,113.5,6,133.1,8014,6,9,9,2.02,39,37,37,1,0,6,6,19,0,0,0,0.6,11.1,0,1,Non-Dropout
11,11.36363636,12,1,11.83333333,37,120.0,15,120.0,9991,21,9,9,-1.7,43,37,37,0,0,12,14,3,0,0,0,3.7,12.7,0,1,Non-Dropout
0,0.0,0,1,0.0,32,111.3,8,120.0,9556,7,5,5,-0.92,17,37,37,0,0,8,7,1,1,0,0,0.3,16.2,0,2,Dropout
0,0.0,0,1,0.0,18,130.2,0,147.0,9238,1,0,4,1.74,18,38,34,0,0,6,1,1,0,0,1,1.4,10.8,0,1,Dropout
8,12.625,7,1,12.33333333,20,140.2,8,149.0,9556,9,8,4,-1.7,43,1,1,0,0,8,7,1,1,0,0,3.7,12.7,0,1,Non-Dropout
6,12.16666667,6,1,11.16666667,20,113.9,6,124.0,9070,6,9,9,0.32,1,37,37,0,0,6,6,1,1,0,0,2.6,7.6,0,5,Non-Dropout
6,12.42857143,6,1,14.66666667,23,99.0,8,133.1,9085,6,9,9,3.51,17,37,37,1,0,6,6,1,1,0,0,1.4,8.9,0,1,Non-Dropout
4,11.75,5,1,11.2,19,124.0,11,125.0,9147,5,9,4,1.74,1,1,19,0,0,5,5,1,1,0,0,1.4,10.8,0,2,Non-Dropout
6,14.16666667,6,1,13.71428571,18,138.9,6,141.0,9238,9,10,9,0.79,1,37,38,0,0,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
5,11.44444444,5,1,12.8,19,130.0,10,131.0,9147,5,9,9,1.74,1,38,19,0,0,5,5,1,1,0,0,1.4,10.8,1,1,Non-Dropout
5,11.8,4,1,13.25,20,120.8,11,118.0,9773,9,7,5,1.79,17,1,38,0,0,6,6,1,1,0,0,0.5,12.4,0,4,Non-Dropout
6,13.78,6,1,13.78,19,127.8,10,129.0,9500,10,7,9,-3.12,1,37,19,0,0,8,8,1,1,1,1,-0.8,9.4,0,6,Dropout
7,15.11,7,1,15.11,19,126.0,8,136.0,9500,8,5,4,1.74,17,37,38,0,0,8,8,1,1,0,0,1.4,10.8,0,3,Non-Dropout
5,11.2,4,1,11.0,18,126.0,8,134.0,9238,10,5,4,1.74,1,1,19,0,0,6,6,1,0,0,0,1.4,10.8,0,2,Non-Dropout
7,15.79857143,7,1,15.79857143,20,138.5,8,153.0,9500,8,5,9,1.74,1,38,19,1,0,8,8,1,1,0,0,1.4,10.8,0,1,Non-Dropout
8,15.6,7,1,13.77571429,20,119.4,8,119.0,9500,7,9,9,1.79,1,19,37,0,0,8,7,1,1,0,0,0.5,12.4,0,3,Non-Dropout
7,12.16,7,1,12.16,24,101.5,11,140.0,9500,11,7,7,1.74,39,38,37,0,0,8,8,1,1,0,0,1.4,10.8,0,1,Non-Dropout
0,0.0,0,1,0.0,24,101.5,0,133.1,9556,0,7,7,1.74,39,38,37,0,0,7,7,1,1,0,0,1.4,10.8,0,2,Dropout
6,15.5,6,1,14.33333333,20,126.2,6,130.0,9773,6,7,2,1.79,17,2,1,0,0,6,6,1,1,0,0,0.5,12.4,0,2,Non-Dropout
3,13.33333333,6,1,11.83333333,20,129.8,6,128.0,9070,6,3,3,-3.12,1,19,19,0,0,6,6,1,1,0,0,-0.8,9.4,0,3,Non-Dropout
6,12.5,6,0,14.83333333,18,138.4,8,145.0,9085,7,9,3,3.51,1,38,37,0,0,6,6,1,1,0,0,1.4,8.9,0,1,Non-Dropout
7,14.2,7,1,14.2,18,129.3,8,146.0,9500,8,9,9,-1.7,1,1,37,0,0,8,8,1,0,0,0,3.7,12.7,0,1,Non-Dropout
5,13.2,5,1,12.2,21,113.1,5,119.0,9085,6,3,4,1.74,1,2,1,0,0,5,5,1,1,0,0,1.4,10.8,0,1,Non-Dropout
5,13.66666667,4,1,13.0,18,144.3,9,160.0,9853,10,10,4,-3.12,17,1,38,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
7,12.48571429,7,1,12.48571429,19,141.0,8,144.0,9500,8,3,5,-1.7,17,19,1,1,0,8,8,1,1,0,0,3.7,12.7,0,5,Non-Dropout
6,16.28571429,6,1,17.0,22,130.0,7,130.0,9085,7,4,4,2.02,7,1,1,0,0,6,6,40,1,0,0,0.6,11.1,0,1,Non-Dropout
6,10.16666667,5,1,10.8,19,117.5,9,122.0,9238,7,7,7,3.51,17,19,19,0,0,6,6,1,1,0,0,1.4,8.9,0,3,Non-Dropout
6,14.71666667,6,1,14.71666667,18,131.8,7,153.0,9500,7,9,9,0.32,1,37,37,0,0,7,7,1,1,0,0,2.6,7.6,0,3,Non-Dropout
5,11.4,2,1,13.5,19,133.7,11,147.0,9085,10,5,9,1.74,1,37,19,1,0,5,5,1,1,1,0,1.4,10.8,0,1,Non-Dropout
7,11.97142857,7,1,11.97142857,24,115.4,8,121.0,9500,8,5,5,-1.7,43,38,19,1,0,8,8,1,1,0,0,3.7,12.7,0,1,Non-Dropout
4,13.5,3,1,12.0,19,129.1,7,134.0,9085,7,5,9,0.32,1,38,19,0,0,5,5,1,0,0,0,2.6,7.6,0,3,Non-Dropout
6,11.66666667,6,1,12.33333333,34,135.5,6,133.0,8014,7,2,5,1.74,1,38,38,0,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,13.875,6,1,15.30769231,19,112.4,13,118.0,9085,22,9,9,-4.06,17,38,38,0,0,10,12,1,1,0,0,2.8,15.5,0,5,Non-Dropout
6,12.66666667,6,1,12.66666667,18,130.8,7,137.0,9500,7,9,7,0.32,1,37,37,1,0,7,7,1,1,0,0,2.6,7.6,0,1,Non-Dropout
8,14.44875,7,1,14.368,19,131.6,8,143.0,9500,10,5,9,-4.06,1,37,37,1,0,8,7,1,1,0,0,2.8,15.5,0,5,Non-Dropout
7,12.08428571,7,1,12.08428571,25,140.8,8,123.0,9500,8,1,1,1.74,39,19,1,0,0,8,8,1,0,0,0,1.4,10.8,0,1,Non-Dropout
8,12.2,8,1,12.25,21,140.0,27,140.0,9085,18,9,2,1.79,44,3,38,0,0,12,12,39,1,0,0,0.5,12.4,0,1,Non-Dropout
5,11.6,5,1,12.2,18,114.2,10,118.0,9254,10,7,7,-0.92,1,37,37,0,0,6,6,1,0,0,0,0.3,16.2,0,1,Non-Dropout
6,11.5,4,1,11.0,18,127.3,9,142.0,9238,12,7,4,-3.12,1,34,38,1,0,6,6,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
5,11.0,5,1,12.8,28,115.0,8,115.0,8014,8,7,9,-3.12,1,38,38,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Non-Dropout
7,11.85714286,7,1,11.85714286,18,118.8,8,131.0,9500,8,5,5,-1.7,43,1,38,1,0,8,8,1,0,0,0,3.7,12.7,0,1,Non-Dropout
5,13.0,6,1,12.28571429,41,125.0,10,130.0,9254,8,9,9,3.51,39,37,37,0,0,6,6,1,0,0,0,1.4,8.9,0,1,Non-Dropout
4,13.5,3,1,12.33333333,18,111.5,11,133.1,9853,11,0,5,0.32,17,37,37,0,0,6,6,1,0,0,0,2.6,7.6,0,2,Dropout
4,11.4,4,1,11.25,21,124.2,12,134.0,9238,11,7,7,-4.06,17,38,19,1,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
0,0.0,0,1,0.0,41,130.0,0,130.0,9238,0,99,99,2.02,7,34,34,0,1,6,6,40,0,0,0,0.6,11.1,0,1,Dropout
1,16.0,2,1,16.0,32,120.0,3,133.1,9070,3,2,2,0.32,7,3,5,0,0,3,3,3,1,0,0,2.6,7.6,0,1,Dropout
6,11.0,6,1,11.66666667,29,110.0,7,114.0,8014,10,99,0,0.32,43,34,34,0,0,6,6,12,0,0,0,2.6,7.6,0,1,Non-Dropout
7,12.15,5,1,12.4,24,113.3,14,130.0,9556,15,8,9,1.79,39,19,38,0,0,8,7,1,0,0,0,0.5,12.4,0,1,Non-Dropout
8,11.8375,6,1,10.74444444,22,123.5,10,128.0,9556,14,8,7,-1.7,43,38,38,0,0,8,7,1,1,0,1,3.7,12.7,0,1,Non-Dropout
0,0.0,0,1,0.0,21,101.0,0,133.1,9238,0,3,1,-4.06,1,19,1,0,0,6,6,1,0,0,0,2.8,15.5,0,1,Dropout
4,12.5625,4,1,12.0,39,120.9,13,133.1,9500,12,10,9,2.02,39,37,38,0,0,7,7,19,1,0,0,0.6,11.1,0,1,Dropout
2,10.0,4,0,12.75,44,154.6,15,140.0,9085,12,9,9,3.51,39,37,37,1,0,6,6,1,0,0,0,1.4,8.9,0,1,Non-Dropout
2,11.0,2,1,10.0,20,120.2,10,117.0,9147,9,9,9,0.32,1,37,37,0,0,5,5,1,1,0,0,2.6,7.6,0,1,Non-Dropout
12,13.4173913,12,1,13.4173913,21,146.5,26,139.0,9500,26,8,9,0.32,43,38,37,0,0,14,14,1,0,1,1,2.6,7.6,0,3,Non-Dropout
6,14.85714286,6,1,15.16666667,18,160.1,7,159.0,9773,6,6,0,0.32,1,34,26,0,0,6,6,1,1,0,0,2.6,7.6,0,1,Non-Dropout
5,12.5,5,1,13.83333333,34,150.0,13,140.0,9003,10,5,5,-0.92,39,37,37,0,1,6,6,1,0,0,0,0.3,16.2,0,1,Non-Dropout
4,14.8,5,1,13.33333333,18,135.8,7,140.0,9085,6,90,90,0.32,1,10,19,0,0,5,5,1,1,0,0,2.6,7.6,0,3,Non-Dropout
0,0.0,0,1,0.0,19,143.8,0,135.0,171,0,2,9,-1.7,1,19,4,0,1,0,0,1,1,0,0,3.7,12.7,0,1,Non-Dropout
3,10.66666667,3,1,11.66666667,18,116.8,11,121.0,9853,11,7,6,-3.12,1,37,19,0,0,6,6,1,1,0,0,-0.8,9.4,0,1,Dropout
6,13.42857143,5,1,15.0,19,113.9,9,124.0,9085,12,3,2,-0.92,1,3,19,0,0,6,6,1,1,0,0,0.3,16.2,0,5,Non-Dropout
7,13.24285714,7,1,13.24285714,18,118.0,8,131.0,9500,8,9,9,-1.7,1,37,37,1,0,8,8,1,1,0,0,3.7,12.7,0,3,Non-Dropout
2,12.5,1,1,13.0,19,150.2,7,160.0,9130,13,9,2,-1.7,1,3,1,0,0,5,5,1,1,0,0,3.7,12.7,0,5,Dropout
7,12.05,6,1,13.075,19,115.1,10,120.0,9500,8,7,4,1.79,1,3,37,1,0,8,7,1,1,0,0,0.5,12.4,0,2,Non-Dropout
6,13.66666667,6,1,13.5,18,131.3,9,140.0,9670,6,9,5,1.74,1,19,19,1,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
6,12.33333333,5,1,11.8,23,120.0,8,120.0,9991,8,7,7,-3.12,44,37,37,1,0,6,6,39,1,0,0,-0.8,9.4,0,1,Non-Dropout
5,11.8,5,0,12.6,18,110.3,6,118.0,9254,7,9,9,2.02,17,19,37,0,0,6,6,1,1,0,0,0.6,11.1,0,2,Non-Dropout
3,11.0,6,1,12.16666667,33,100.0,9,133.1,9853,6,90,90,0.32,43,19,22,0,0,6,6,1,0,0,0,2.6,7.6,0,1,Dropout
6,11.0,6,1,12.16666667,19,110.7,9,111.0,9238,9,9,9,3.51,17,19,38,0,0,6,6,1,1,0,0,1.4,8.9,0,2,Non-Dropout
